title,role,county,level,posted,ai_ask
Events Manager,Ecommerce,Louth,Head,2026-07-21,Lead or buy AI
Head of Marketing operations Specialist,Head of marketing,Kildare,Head,2026-06-15,Be found in AI search
SEO Lead,Head of marketing,Meath,Executive,2026-08-10,Lead or buy AI
Events Manager,Brand,Kildare,Manager,2026-06-15,Be found in AI search
Head of Marketing operations Lead,Brand,Louth,Executive,2026-07-13,Be found in AI search
Head of Marketing operations Lead,SEO,Meath,Head,2026-07-18,Sell an AI product
Events Manager,Head of marketing,Donegal,Executive,2026-06-11,None
SEO Lead,Head of marketing,Meath,Manager,2026-06-27,Lead or buy AI
Senior Performance and paid Executive,Ecommerce,Kildare,Head,2026-07-15,Sell an AI product
Senior Performance and paid Executive,SEO,Wicklow,Executive,2026-06-08,Sell an AI product
Events Manager,SEO,Mayo,Executive,2026-09-18,None
Senior Performance and paid Executive,SEO,Donegal,Manager,2026-08-28,Lead or buy AI
CRM and email Lead,Head of marketing,Meath,Head,2026-07-14,Sell an AI product
Senior Performance and paid Executive,Brand,Donegal,Executive,2026-06-08,None
Senior SEO Lead,Performance and paid,Louth,Manager,2026-06-18,Be found in AI search
SEO Lead,Events,Meath,Executive,2026-08-21,None
Senior SEO Lead,Brand,Wicklow,Executive,2026-05-26,Be found in AI search
SEO Lead,Head of marketing,Kildare,Manager,2026-07-19,Lead or buy AI
SEO Lead,Performance and paid,Wexford,Executive,2026-06-18,Sell an AI product
CRM and email Lead,Head of marketing,Meath,Manager,2026-08-11,None
Junior Digital marketing Lead,Brand,Meath,Executive,2026-08-25,Be found in AI search
Head of Marketing operations Specialist,Head of marketing,Donegal,Manager,2026-07-06,None
CRM and email Lead,Head of marketing,Wexford,Manager,2026-07-03,Sell an AI product
Head of Marketing operations Lead,Brand,Wicklow,Executive,2026-08-19,None
SEO Lead,Ecommerce,Louth,Head,2026-07-14,Lead or buy AI
Head of Marketing operations Lead,Brand,Mayo,Executive,2026-06-17,Lead or buy AI
Senior Performance and paid Executive,Performance and paid,Wicklow,Head,2026-07-23,Be found in AI search
Junior Digital marketing Lead,Ecommerce,Wicklow,Executive,2026-09-08,Lead or buy AI
Junior Digital marketing Lead,Ecommerce,Donegal,Executive,2026-09-05,None
Head of Marketing operations Lead,Head of marketing,Meath,Head,2026-08-06,None
Head of Marketing operations Specialist,Performance and paid,Meath,Head,2026-05-23,Be found in AI search
Junior Digital marketing Lead,Events,Donegal,Manager,2026-06-05,Sell an AI product
Senior SEO Lead,Events,Kildare,Manager,2026-09-18,Sell an AI product
Senior SEO Lead,Events,Wicklow,Executive,2026-08-30,Sell an AI product
Junior Digital marketing Lead,Brand,Wicklow,Manager,2026-07-28,Be found in AI search
CRM and email Lead,Head of marketing,Wicklow,Executive,2026-08-13,Be found in AI search
Head of Marketing operations Specialist,Brand,Wicklow,Executive,2026-07-14,None
Events Manager,Ecommerce,Wicklow,Manager,2026-08-20,Be found in AI search
Senior Performance and paid Executive,Performance and paid,Wexford,Manager,2026-07-16,None
Junior Digital marketing Lead,Brand,Donegal,Manager,2026-09-06,Be found in AI search
Senior Performance and paid Executive,Head of marketing,Louth,Manager,2026-08-11,Lead or buy AI
CRM and email Lead,Brand,Mayo,Manager,2026-08-24,Lead or buy AI
CRM and email Lead,SEO,Meath,Executive,2026-09-11,Sell an AI product
Senior SEO Lead,Performance and paid,Wicklow,Executive,2026-07-11,None
Head of Marketing operations Lead,Brand,Kildare,Head,2026-07-14,Sell an AI product
Senior SEO Lead,Head of marketing,Kildare,Head,2026-06-10,None
Head of Marketing operations Lead,Performance and paid,Kildare,Manager,2026-09-05,Lead or buy AI
Junior Digital marketing Lead,Head of marketing,Louth,Head,2026-06-23,Be found in AI search
Head of Marketing operations Specialist,Head of marketing,Donegal,Executive,2026-07-21,None
Events Manager,Performance and paid,Wicklow,Executive,2026-09-10,None
Junior Digital marketing Lead,Head of marketing,Wicklow,Executive,2026-07-08,Lead or buy AI
Events Manager,Events,Wexford,Head,2026-09-09,Sell an AI product
Head of Marketing operations Lead,SEO,Wicklow,Head,2026-08-12,None
Senior Performance and paid Executive,Head of marketing,Wicklow,Head,2026-07-20,Sell an AI product
Head of Marketing operations Specialist,Brand,Mayo,Executive,2026-07-20,None
SEO Lead,Events,Kildare,Executive,2026-06-18,Lead or buy AI
Head of Marketing operations Specialist,SEO,Kildare,Head,2026-07-04,None
CRM and email Lead,Head of marketing,Donegal,Executive,2026-07-24,Lead or buy AI
Senior SEO Lead,Head of marketing,Wicklow,Head,2026-05-31,None
Senior SEO Lead,Brand,Wicklow,Head,2026-08-10,Lead or buy AI
Junior Digital marketing Lead,SEO,Donegal,Manager,2026-08-28,Sell an AI product
Junior Digital marketing Lead,Brand,Wicklow,Manager,2026-06-11,None
CRM and email Lead,Brand,Mayo,Executive,2026-06-16,Be found in AI search
Head of Marketing operations Specialist,Events,Mayo,Executive,2026-05-28,Lead or buy AI
SEO Lead,Head of marketing,Wicklow,Executive,2026-07-27,Be found in AI search
Head of Marketing operations Lead,Head of marketing,Wicklow,Head,2026-08-28,Lead or buy AI
Senior Performance and paid Executive,Ecommerce,Wicklow,Executive,2026-08-21,Lead or buy AI
Junior Digital marketing Lead,Ecommerce,Meath,Executive,2026-06-01,Lead or buy AI
Head of Marketing operations Specialist,Brand,Louth,Executive,2026-07-23,Lead or buy AI
Head of Marketing operations Lead,Head of marketing,Donegal,Manager,2026-06-25,None
Events Manager,Head of marketing,Donegal,Manager,2026-06-29,None
Junior Digital marketing Lead,SEO,Wexford,Head,2026-05-28,Lead or buy AI
CRM and email Lead,Performance and paid,Wexford,Executive,2026-08-31,Be found in AI search
Junior Digital marketing Lead,Head of marketing,Wicklow,Head,2026-05-25,Sell an AI product
Senior SEO Lead,Brand,Louth,Executive,2026-09-07,Lead or buy AI
Head of Marketing operations Specialist,Events,Louth,Manager,2026-07-08,Be found in AI search
Junior Digital marketing Lead,Ecommerce,Mayo,Head,2026-09-16,None
Head of Marketing operations Lead,Head of marketing,Kildare,Executive,2026-06-23,Lead or buy AI
Senior SEO Lead,Head of marketing,Wicklow,Manager,2026-09-07,None
Junior Digital marketing Lead,Head of marketing,Kildare,Executive,2026-07-16,Sell an AI product
Head of Marketing operations Specialist,Ecommerce,Meath,Executive,2026-05-31,Be found in AI search
Head of Marketing operations Specialist,Head of marketing,Donegal,Head,2026-06-19,None
SEO Lead,SEO,Kildare,Manager,2026-07-07,Be found in AI search
Junior Digital marketing Lead,Ecommerce,Wexford,Executive,2026-05-24,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Wexford,Head,2026-09-16,Sell an AI product
Head of Marketing operations Lead,Head of marketing,Meath,Executive,2026-06-18,None
SEO Lead,Events,Wicklow,Manager,2026-07-24,None
CRM and email Lead,Performance and paid,Louth,Head,2026-08-17,Be found in AI search
Senior Performance and paid Executive,Brand,Meath,Executive,2026-09-16,Lead or buy AI
SEO Lead,Head of marketing,Louth,Executive,2026-08-19,Lead or buy AI
SEO Lead,Events,Wicklow,Head,2026-07-06,None
Head of Marketing operations Lead,Head of marketing,Wicklow,Manager,2026-07-30,Sell an AI product
Junior Digital marketing Lead,SEO,Wicklow,Executive,2026-06-15,Be found in AI search
Senior Performance and paid Executive,Brand,Wicklow,Head,2026-06-23,None
CRM and email Lead,SEO,Wicklow,Executive,2026-05-25,Sell an AI product
Senior SEO Lead,SEO,Meath,Executive,2026-08-21,Be found in AI search
Junior Digital marketing Lead,Head of marketing,Mayo,Executive,2026-07-16,Sell an AI product
Senior SEO Lead,Performance and paid,Wicklow,Head,2026-07-09,Be found in AI search
Head of Marketing operations Lead,Head of marketing,Meath,Executive,2026-06-06,Be found in AI search
Events Manager,Ecommerce,Wexford,Executive,2026-06-23,None
Junior Digital marketing Lead,Head of marketing,Mayo,Manager,2026-08-10,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Wicklow,Executive,2026-07-23,Sell an AI product
Senior SEO Lead,SEO,Wicklow,Manager,2026-06-25,Lead or buy AI
Senior SEO Lead,Brand,Wicklow,Executive,2026-07-09,Lead or buy AI
Junior Digital marketing Lead,Ecommerce,Meath,Executive,2026-07-17,Lead or buy AI
Head of Marketing operations Lead,Brand,Meath,Executive,2026-08-31,None
Head of Marketing operations Specialist,Brand,Mayo,Manager,2026-06-21,Sell an AI product
Head of Marketing operations Specialist,Head of marketing,Kildare,Executive,2026-07-06,Be found in AI search
SEO Lead,Brand,Wexford,Executive,2026-07-28,Lead or buy AI
Senior SEO Lead,Brand,Wicklow,Executive,2026-06-16,Sell an AI product
Senior Performance and paid Executive,Brand,Kildare,Executive,2026-09-09,None
Senior SEO Lead,Brand,Louth,Executive,2026-07-29,Lead or buy AI
CRM and email Lead,Performance and paid,Louth,Executive,2026-06-16,Be found in AI search
Events Manager,Head of marketing,Meath,Executive,2026-06-12,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Meath,Executive,2026-08-21,Be found in AI search
Events Manager,Brand,Wexford,Head,2026-06-16,Lead or buy AI
Events Manager,SEO,Wicklow,Executive,2026-06-15,None
Head of Marketing operations Specialist,SEO,Mayo,Head,2026-09-17,Lead or buy AI
Senior SEO Lead,Performance and paid,Louth,Executive,2026-09-16,Sell an AI product
Head of Marketing operations Specialist,Events,Mayo,Executive,2026-07-06,None
Junior Digital marketing Lead,Ecommerce,Wexford,Head,2026-08-27,Lead or buy AI
Senior SEO Lead,Head of marketing,Mayo,Manager,2026-07-01,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Wexford,Executive,2026-08-20,None
Senior SEO Lead,Head of marketing,Donegal,Manager,2026-07-12,None
Events Manager,Head of marketing,Donegal,Head,2026-09-13,Lead or buy AI
Head of Marketing operations Specialist,Events,Wexford,Executive,2026-07-24,Lead or buy AI
Junior Digital marketing Lead,Events,Wexford,Head,2026-05-29,None
Head of Marketing operations Lead,Brand,Kildare,Executive,2026-09-14,Be found in AI search
CRM and email Lead,Head of marketing,Louth,Executive,2026-07-05,Lead or buy AI
Head of Marketing operations Specialist,Head of marketing,Wicklow,Executive,2026-07-07,Sell an AI product
SEO Lead,Head of marketing,Louth,Executive,2026-06-26,Sell an AI product
Head of Marketing operations Specialist,Head of marketing,Wexford,Head,2026-07-02,Sell an AI product
Junior Digital marketing Lead,Performance and paid,Donegal,Head,2026-08-28,Be found in AI search
Head of Marketing operations Specialist,Performance and paid,Mayo,Manager,2026-09-10,Sell an AI product
Senior SEO Lead,Head of marketing,Donegal,Executive,2026-06-23,Lead or buy AI
Events Manager,Ecommerce,Meath,Manager,2026-05-29,Be found in AI search
SEO Lead,Ecommerce,Wicklow,Head,2026-08-16,Sell an AI product
Head of Marketing operations Specialist,Performance and paid,Donegal,Executive,2026-07-11,None
Head of Marketing operations Lead,Ecommerce,Wexford,Head,2026-07-18,Be found in AI search
Junior Digital marketing Lead,Events,Kildare,Executive,2026-07-31,Be found in AI search
Head of Marketing operations Specialist,Head of marketing,Louth,Executive,2026-09-02,Be found in AI search
Senior Performance and paid Executive,SEO,Louth,Manager,2026-08-21,Lead or buy AI
Senior SEO Lead,Performance and paid,Wicklow,Manager,2026-08-20,Sell an AI product
Head of Marketing operations Specialist,Head of marketing,Meath,Executive,2026-09-08,None
Junior Digital marketing Lead,Ecommerce,Wicklow,Executive,2026-05-25,Lead or buy AI
CRM and email Lead,Performance and paid,Mayo,Executive,2026-05-25,Lead or buy AI
CRM and email Lead,Ecommerce,Wicklow,Manager,2026-05-28,Lead or buy AI
Head of Marketing operations Lead,Ecommerce,Mayo,Manager,2026-07-18,None
Junior Digital marketing Lead,Brand,Meath,Head,2026-06-25,Sell an AI product
Junior Digital marketing Lead,Brand,Wicklow,Executive,2026-07-25,Be found in AI search
Events Manager,Brand,Louth,Executive,2026-05-25,Be found in AI search
SEO Lead,Performance and paid,Wicklow,Executive,2026-05-30,Be found in AI search
Senior Performance and paid Executive,Brand,Wexford,Executive,2026-09-16,Be found in AI search
CRM and email Lead,Brand,Louth,Executive,2026-06-14,Be found in AI search
Senior SEO Lead,Brand,Wicklow,Executive,2026-07-21,Be found in AI search
Head of Marketing operations Lead,Events,Meath,Executive,2026-08-21,None
Events Manager,Events,Wicklow,Executive,2026-06-21,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Donegal,Head,2026-07-14,Lead or buy AI
SEO Lead,Brand,Kildare,Executive,2026-09-18,Lead or buy AI
CRM and email Lead,Head of marketing,Meath,Head,2026-07-20,Lead or buy AI
Head of Marketing operations Specialist,Brand,Wicklow,Executive,2026-08-23,Lead or buy AI
Senior SEO Lead,Events,Wicklow,Executive,2026-07-15,Lead or buy AI
SEO Lead,Brand,Louth,Head,2026-06-15,Sell an AI product
Head of Marketing operations Specialist,Head of marketing,Wicklow,Executive,2026-06-17,Lead or buy AI
Senior Performance and paid Executive,Events,Wexford,Manager,2026-08-28,None
Head of Marketing operations Specialist,Performance and paid,Donegal,Executive,2026-07-19,Sell an AI product
SEO Lead,Performance and paid,Louth,Executive,2026-08-11,None
Senior SEO Lead,Head of marketing,Donegal,Executive,2026-06-04,Sell an AI product
Head of Marketing operations Specialist,Brand,Louth,Executive,2026-06-21,Sell an AI product
Events Manager,Head of marketing,Wicklow,Executive,2026-09-01,None
SEO Lead,Ecommerce,Donegal,Executive,2026-07-31,Sell an AI product
Senior SEO Lead,SEO,Meath,Manager,2026-09-18,Be found in AI search
SEO Lead,Ecommerce,Louth,Executive,2026-05-28,Lead or buy AI
Events Manager,Head of marketing,Mayo,Executive,2026-07-13,Be found in AI search
SEO Lead,Head of marketing,Wexford,Executive,2026-08-29,Be found in AI search
Events Manager,SEO,Donegal,Executive,2026-08-29,Sell an AI product
Senior Performance and paid Executive,Head of marketing,Wicklow,Head,2026-05-27,None
Senior SEO Lead,Head of marketing,Wexford,Executive,2026-07-24,Sell an AI product
Junior Digital marketing Lead,Brand,Wicklow,Executive,2026-06-18,Sell an AI product
SEO Lead,Brand,Louth,Manager,2026-08-30,Sell an AI product
Junior Digital marketing Lead,Head of marketing,Louth,Manager,2026-08-16,Be found in AI search
Head of Marketing operations Specialist,Head of marketing,Mayo,Head,2026-08-06,Be found in AI search
Junior Digital marketing Lead,Events,Wicklow,Executive,2026-06-25,Sell an AI product
Head of Marketing operations Specialist,Brand,Wicklow,Executive,2026-06-04,Lead or buy AI
CRM and email Lead,SEO,Meath,Manager,2026-07-31,None
Senior SEO Lead,Brand,Meath,Head,2026-05-28,Be found in AI search
CRM and email Lead,Ecommerce,Wicklow,Head,2026-07-20,None
Senior SEO Lead,Head of marketing,Wicklow,Manager,2026-07-02,Lead or buy AI
Senior Performance and paid Executive,Events,Wicklow,Manager,2026-09-18,None
CRM and email Lead,Head of marketing,Wicklow,Manager,2026-09-08,Sell an AI product
Senior Performance and paid Executive,Brand,Wicklow,Head,2026-06-21,Lead or buy AI
Senior Performance and paid Executive,Brand,Wicklow,Manager,2026-08-10,None
Senior Performance and paid Executive,SEO,Mayo,Executive,2026-09-09,None
Senior Performance and paid Executive,Performance and paid,Mayo,Executive,2026-06-27,None
CRM and email Lead,Events,Meath,Executive,2026-08-29,Sell an AI product
SEO Lead,Head of marketing,Wicklow,Executive,2026-09-08,Be found in AI search
SEO Lead,Brand,Mayo,Manager,2026-08-03,Be found in AI search
Senior Performance and paid Executive,Ecommerce,Meath,Head,2026-07-21,None
Events Manager,Performance and paid,Wexford,Executive,2026-08-20,Sell an AI product
SEO Lead,Ecommerce,Kildare,Manager,2026-09-12,Sell an AI product
Events Manager,SEO,Mayo,Executive,2026-09-11,Sell an AI product
Events Manager,Performance and paid,Kildare,Executive,2026-09-10,Sell an AI product
Events Manager,Ecommerce,Mayo,Manager,2026-05-23,Lead or buy AI
Junior Digital marketing Lead,Head of marketing,Mayo,Executive,2026-08-02,Lead or buy AI
CRM and email Lead,Brand,Wexford,Executive,2026-07-22,Sell an AI product
Senior Performance and paid Executive,SEO,Wicklow,Executive,2026-07-13,Lead or buy AI
Head of Marketing operations Lead,Brand,Louth,Executive,2026-09-17,Sell an AI product
SEO Lead,Ecommerce,Wexford,Manager,2026-08-15,Be found in AI search
Senior SEO Lead,Head of marketing,Mayo,Executive,2026-06-02,Lead or buy AI
Senior Performance and paid Executive,Head of marketing,Meath,Executive,2026-06-27,None
CRM and email Lead,Events,Kildare,Manager,2026-06-08,Lead or buy AI
