agent,task,cost,seconds,handed_back,run
Vera,Reporting,9,-38,yes,2026-08-12
Vera,Reporting,338,484,yes,2026-09-17
Vera,Reporting,-40,258,yes,2026-08-05
Sam,Writing,258,355,no,2026-09-17
Sam,Checking,409,232,yes,2026-08-05
Lena,Writing,205,339,no,2026-08-14
Sam,Research,335,346,no,2026-08-29
Cato,Checking,231,107,yes,2026-06-03
Cato,Writing,42,117,yes,2026-09-17
Sam,Checking,312,385,no,2026-06-28
Sam,Checking,27,364,yes,2026-09-19
Cato,Writing,354,347,yes,2026-06-18
Sam,Checking,361,277,yes,2026-05-28
Sam,Writing,295,315,no,2026-08-20
Sam,Research,344,331,yes,2026-07-04
Lena,Checking,220,234,yes,2026-09-10
Lena,Checking,166,102,yes,2026-08-29
Sam,Reporting,282,342,yes,2026-09-12
Cato,Research,56,220,yes,2026-07-08
Sam,Reporting,225,333,no,2026-06-28
Cato,Reporting,286,343,no,2026-06-08
Cato,Checking,108,194,no,2026-09-18
Cato,Writing,401,496,no,2026-09-13
Cato,Checking,75,132,yes,2026-08-14
Cato,Checking,132,-89,no,2026-07-05
Sam,Research,300,447,yes,2026-06-25
Cato,Checking,83,257,yes,2026-07-06
Cato,Reporting,189,194,yes,2026-08-25
Sam,Checking,405,275,no,2026-09-12
Sam,Writing,117,145,no,2026-06-09
Cato,Writing,380,469,no,2026-06-16
Cato,Reporting,155,275,yes,2026-08-31
Cato,Writing,144,19,yes,2026-07-11
Cato,Checking,184,476,yes,2026-06-27
Cato,Checking,-69,281,yes,2026-09-01
Lena,Checking,370,243,no,2026-06-13
Sam,Checking,386,308,no,2026-09-09
Sam,Writing,127,263,yes,2026-06-02
Vera,Checking,337,396,yes,2026-07-22
Cato,Research,228,111,yes,2026-07-12
Sam,Writing,79,-81,yes,2026-09-01
Cato,Checking,304,272,no,2026-06-28
Cato,Reporting,133,256,no,2026-06-21
Vera,Writing,267,237,yes,2026-07-11
Cato,Writing,349,191,no,2026-06-09
Cato,Checking,276,244,yes,2026-08-27
Cato,Checking,340,446,yes,2026-08-28
Cato,Writing,152,301,no,2026-06-19
Cato,Checking,129,-19,no,2026-07-09
Vera,Reporting,226,337,yes,2026-06-13
Cato,Reporting,-43,292,yes,2026-09-07
Sam,Checking,200,358,no,2026-06-22
Sam,Writing,305,124,no,2026-07-01
Vera,Writing,213,341,no,2026-08-26
Cato,Checking,376,329,no,2026-06-16
Cato,Reporting,188,156,yes,2026-05-26
Vera,Checking,-6,-92,no,2026-07-02
Cato,Reporting,256,440,yes,2026-08-03
Sam,Checking,100,405,yes,2026-09-16
Vera,Research,251,324,yes,2026-06-23
Sam,Checking,374,174,no,2026-07-09
Cato,Checking,102,256,yes,2026-06-24
Cato,Checking,399,326,no,2026-09-11
Cato,Writing,48,145,no,2026-08-07
Cato,Research,95,65,no,2026-09-12
Sam,Checking,327,445,yes,2026-05-26
Sam,Reporting,-24,280,no,2026-09-04
Sam,Checking,366,270,no,2026-07-16
Sam,Research,313,340,no,2026-07-23
Sam,Checking,255,198,no,2026-07-10
Cato,Checking,446,463,no,2026-07-31
Cato,Checking,38,275,yes,2026-09-20
Lena,Checking,88,90,no,2026-07-08
Cato,Writing,361,419,no,2026-07-20
Sam,Checking,109,297,no,2026-08-17
Vera,Reporting,271,238,yes,2026-08-30
Cato,Writing,383,184,no,2026-09-02
Sam,Reporting,264,236,yes,2026-08-04
Sam,Checking,415,457,yes,2026-07-13
Cato,Writing,59,260,no,2026-08-25
Cato,Research,122,111,no,2026-07-18
Lena,Checking,389,350,no,2026-06-29
Cato,Writing,84,359,no,2026-07-10
Cato,Checking,290,178,yes,2026-09-11
Sam,Writing,238,193,no,2026-08-14
Cato,Checking,118,162,yes,2026-05-25
Lena,Writing,448,394,yes,2026-09-06
Cato,Writing,211,301,yes,2026-08-24
Cato,Writing,40,113,no,2026-09-04
Cato,Checking,341,414,yes,2026-08-17
Cato,Checking,131,418,yes,2026-09-04
Vera,Checking,347,287,yes,2026-08-28
Lena,Checking,354,132,yes,2026-08-25
Cato,Checking,274,146,yes,2026-08-17
Cato,Checking,418,491,no,2026-06-06
Cato,Research,56,306,yes,2026-09-12
Lena,Checking,11,21,yes,2026-07-10
Vera,Checking,232,279,no,2026-08-26
Lena,Writing,-73,233,yes,2026-06-22
Cato,Writing,216,254,no,2026-09-17
Vera,Writing,237,293,no,2026-08-26
Cato,Checking,129,167,yes,2026-07-20
Lena,Checking,414,301,yes,2026-06-13
Cato,Checking,155,219,no,2026-08-17
Cato,Writing,44,26,no,2026-06-30
Sam,Writing,198,332,yes,2026-05-24
Cato,Writing,72,280,no,2026-08-12
Sam,Writing,307,363,yes,2026-06-10
Lena,Writing,317,180,no,2026-07-05
Lena,Writing,289,282,no,2026-06-21
Sam,Checking,336,390,no,2026-08-14
Sam,Checking,133,140,yes,2026-06-13
Sam,Reporting,153,116,yes,2026-05-28
Cato,Checking,315,358,yes,2026-08-22
Cato,Checking,114,277,yes,2026-07-20
Vera,Writing,357,337,no,2026-06-30
Cato,Reporting,275,340,no,2026-08-01
Cato,Checking,170,237,yes,2026-07-04
Cato,Writing,323,446,no,2026-05-28
Lena,Reporting,76,295,yes,2026-07-19
Sam,Checking,125,41,no,2026-09-17
Cato,Research,193,445,yes,2026-07-10
Cato,Checking,10,341,yes,2026-07-05
Cato,Writing,292,396,no,2026-08-17
Sam,Checking,405,206,no,2026-08-22
Sam,Writing,305,317,no,2026-08-07
Cato,Writing,368,348,yes,2026-08-23
Cato,Checking,72,232,yes,2026-08-12
Cato,Writing,21,-82,yes,2026-07-09
Cato,Checking,362,430,no,2026-06-20
Cato,Writing,-70,383,yes,2026-07-10
Lena,Research,226,392,yes,2026-09-03
Cato,Research,395,266,no,2026-07-17
Cato,Reporting,223,278,no,2026-09-14
Sam,Checking,396,479,no,2026-08-22
Cato,Research,39,191,no,2026-05-28
Vera,Research,121,-101,yes,2026-09-15
Cato,Writing,377,290,yes,2026-07-25
Cato,Research,66,356,no,2026-06-17
Cato,Checking,206,242,no,2026-07-19
Lena,Checking,310,285,yes,2026-07-21
Cato,Writing,255,245,no,2026-09-13
Cato,Writing,345,477,yes,2026-06-12
Vera,Checking,124,112,no,2026-09-09
Sam,Checking,-2,65,no,2026-08-02
Cato,Writing,345,329,no,2026-09-05
Cato,Research,57,360,yes,2026-06-03
Lena,Checking,248,382,no,2026-09-18
Cato,Research,368,183,no,2026-08-05
Lena,Writing,282,316,yes,2026-07-07
Cato,Research,338,321,yes,2026-09-01
Lena,Writing,164,291,no,2026-08-26
Vera,Research,32,-25,yes,2026-09-01
Vera,Checking,330,364,yes,2026-06-09
Cato,Reporting,24,217,no,2026-08-06
Cato,Checking,375,247,no,2026-06-01
Cato,Writing,301,336,yes,2026-08-17
Cato,Checking,117,358,yes,2026-07-31
Cato,Reporting,367,289,yes,2026-09-13
Sam,Checking,78,217,no,2026-07-01
Vera,Checking,162,66,yes,2026-08-06
Cato,Checking,247,295,yes,2026-08-03
Cato,Writing,-45,197,yes,2026-07-05
Cato,Checking,203,248,no,2026-08-08
Cato,Checking,402,328,yes,2026-06-01
Cato,Checking,251,261,yes,2026-09-08
Cato,Checking,439,336,yes,2026-05-24
Sam,Checking,158,116,yes,2026-05-30
Sam,Checking,69,120,yes,2026-06-17
Cato,Writing,254,434,yes,2026-09-19
Lena,Checking,16,236,no,2026-07-15
Cato,Checking,372,195,no,2026-07-24
Lena,Checking,266,291,no,2026-09-05
Cato,Checking,254,225,yes,2026-07-06
Cato,Checking,424,403,no,2026-08-27
Vera,Checking,170,216,no,2026-08-08
Cato,Writing,164,7,no,2026-09-09
Cato,Reporting,285,290,yes,2026-09-11
Lena,Writing,126,340,yes,2026-08-24
Sam,Research,286,218,yes,2026-07-17
Cato,Checking,219,188,no,2026-07-20
Sam,Checking,210,196,yes,2026-07-07
Cato,Research,331,499,yes,2026-05-25
Cato,Writing,140,258,no,2026-09-19
Sam,Checking,13,-44,yes,2026-06-04
Sam,Research,313,318,no,2026-08-22
Sam,Writing,-38,224,no,2026-09-18
Lena,Checking,267,269,yes,2026-07-28
Cato,Reporting,359,126,yes,2026-08-09
Sam,Checking,125,291,no,2026-07-27
Cato,Research,324,464,yes,2026-06-05
Cato,Checking,124,84,no,2026-07-28
Cato,Reporting,115,41,no,2026-06-04
Lena,Checking,326,361,no,2026-08-01
Sam,Writing,-1,194,yes,2026-07-29
Lena,Research,360,314,no,2026-09-05
Vera,Checking,295,297,yes,2026-07-20
Cato,Writing,116,137,yes,2026-07-09
Cato,Reporting,476,364,no,2026-09-03
Sam,Writing,205,124,no,2026-08-19
Lena,Writing,88,-42,no,2026-09-09
Cato,Checking,350,312,no,2026-08-24
Lena,Research,132,252,yes,2026-08-02
Sam,Writing,271,287,yes,2026-09-09
Lena,Research,391,165,no,2026-07-22
Sam,Writing,287,312,no,2026-06-26
Cato,Checking,328,288,yes,2026-06-29
Cato,Checking,161,252,yes,2026-07-30
Sam,Checking,130,-93,yes,2026-08-09
Lena,Reporting,321,377,no,2026-09-11
Lena,Checking,131,383,no,2026-06-22
Sam,Checking,288,212,yes,2026-06-28
Cato,Checking,245,293,no,2026-09-02
Cato,Checking,284,160,no,2026-09-19
Cato,Checking,331,316,yes,2026-07-17
Lena,Checking,108,297,yes,2026-06-06
Sam,Writing,108,-77,no,2026-08-06
Sam,Reporting,201,272,no,2026-09-20
Cato,Checking,72,261,yes,2026-09-20
Cato,Checking,392,198,yes,2026-06-24
Sam,Checking,373,220,no,2026-08-21
Vera,Writing,144,234,yes,2026-06-10
Sam,Checking,380,426,yes,2026-07-26
Cato,Writing,152,219,no,2026-06-19
Cato,Reporting,42,97,yes,2026-07-14
Cato,Checking,324,486,yes,2026-06-26
Cato,Checking,73,225,yes,2026-06-11
Cato,Checking,331,323,yes,2026-05-24
Cato,Writing,356,241,yes,2026-09-06
Vera,Reporting,158,329,yes,2026-09-04
Cato,Checking,386,346,yes,2026-09-05
Sam,Checking,129,313,no,2026-06-29
Cato,Writing,-13,-19,yes,2026-07-04
Lena,Checking,291,464,yes,2026-07-02
Cato,Research,125,245,no,2026-07-15
Sam,Checking,219,203,yes,2026-05-27
Sam,Checking,321,307,yes,2026-08-05
Lena,Writing,288,139,no,2026-09-20
Cato,Writing,359,288,no,2026-07-28
Cato,Checking,74,97,yes,2026-08-31
Cato,Research,151,77,no,2026-07-21
Cato,Writing,233,470,no,2026-08-08
Sam,Writing,7,365,no,2026-05-26
Cato,Checking,273,252,yes,2026-08-31
Cato,Reporting,239,212,yes,2026-08-18
Cato,Writing,307,359,no,2026-05-26
Cato,Checking,276,381,no,2026-08-02
Lena,Checking,170,134,yes,2026-08-20
Cato,Research,100,32,no,2026-05-27
Cato,Checking,233,314,no,2026-06-04
Lena,Reporting,-63,257,no,2026-06-28
Sam,Checking,273,285,no,2026-08-19
Sam,Checking,324,176,no,2026-07-25
Cato,Writing,215,237,yes,2026-09-04
Cato,Checking,471,414,no,2026-09-12
Sam,Writing,158,296,yes,2026-07-19
Vera,Checking,88,-88,no,2026-06-19
Cato,Research,295,462,no,2026-07-25
Vera,Checking,130,314,no,2026-07-21
Cato,Research,327,313,no,2026-07-18
Cato,Checking,373,156,no,2026-06-10
Cato,Research,271,285,yes,2026-06-12
Lena,Checking,364,350,yes,2026-07-16
Sam,Checking,158,111,yes,2026-08-20
Vera,Checking,56,82,yes,2026-06-15
Cato,Checking,276,304,yes,2026-08-21
Lena,Checking,47,232,no,2026-08-31
Cato,Checking,251,181,yes,2026-08-23
Cato,Writing,318,207,yes,2026-06-12
Cato,Checking,270,263,yes,2026-09-02
Cato,Writing,373,307,yes,2026-05-25
Cato,Checking,209,127,no,2026-09-08
Sam,Research,156,58,yes,2026-07-03
Cato,Research,356,278,no,2026-06-23
Cato,Writing,-9,399,yes,2026-09-05
Sam,Writing,254,388,yes,2026-09-02
Vera,Reporting,318,139,yes,2026-06-16
Cato,Reporting,276,188,no,2026-07-31
Cato,Checking,353,421,no,2026-07-08
Cato,Research,70,275,yes,2026-08-20
Cato,Research,35,76,no,2026-06-19
Sam,Checking,286,399,no,2026-07-27
Cato,Reporting,7,370,yes,2026-09-12
Cato,Checking,202,177,no,2026-07-30
Sam,Checking,245,203,no,2026-05-30
Cato,Writing,110,309,no,2026-08-15
Cato,Research,452,320,yes,2026-06-08
Vera,Reporting,83,251,no,2026-09-18
Cato,Checking,132,-75,no,2026-07-14
Lena,Writing,231,311,no,2026-08-18
Lena,Writing,-29,352,no,2026-05-31
Lena,Writing,351,205,yes,2026-09-11
Cato,Checking,334,317,yes,2026-08-29
Cato,Research,266,144,yes,2026-09-19
Sam,Writing,389,356,yes,2026-09-20
Lena,Reporting,159,244,no,2026-06-18
Cato,Checking,69,-24,no,2026-05-24
Cato,Research,374,281,yes,2026-09-17
Cato,Research,37,297,no,2026-09-19
Lena,Checking,381,355,no,2026-06-10
Cato,Research,314,225,yes,2026-07-05
Vera,Checking,301,239,no,2026-08-12
Cato,Reporting,344,332,yes,2026-07-17
Cato,Checking,97,171,yes,2026-08-20
Sam,Reporting,131,-64,no,2026-08-17
Cato,Checking,375,265,yes,2026-07-03
Cato,Checking,15,251,yes,2026-09-09
Cato,Reporting,303,216,no,2026-07-19
Cato,Checking,409,310,yes,2026-06-07
Cato,Research,182,298,no,2026-09-09
Cato,Reporting,424,356,yes,2026-07-03
Sam,Checking,134,134,no,2026-07-02
Sam,Checking,60,55,no,2026-08-11
Vera,Writing,298,312,yes,2026-09-05
Lena,Checking,-19,380,no,2026-06-27
Cato,Checking,262,341,yes,2026-07-15
Lena,Checking,264,288,yes,2026-08-31
Lena,Writing,142,327,no,2026-06-23
Lena,Checking,375,476,no,2026-08-04
Vera,Checking,92,178,yes,2026-09-03
Cato,Checking,19,97,yes,2026-08-18
Cato,Reporting,386,330,yes,2026-06-21
Cato,Research,134,421,yes,2026-05-29
Sam,Checking,326,207,yes,2026-07-25
Cato,Checking,327,248,no,2026-06-11
Sam,Writing,118,301,no,2026-07-16
Cato,Checking,347,485,yes,2026-08-19
Sam,Checking,46,142,yes,2026-06-17
Cato,Writing,35,75,yes,2026-08-21
Cato,Writing,277,441,yes,2026-07-02
Vera,Checking,58,314,yes,2026-08-26
Sam,Checking,215,386,no,2026-07-15
Cato,Checking,349,143,yes,2026-08-21
Cato,Checking,125,289,no,2026-08-21
Sam,Research,365,448,no,2026-08-14
Cato,Checking,234,199,yes,2026-08-24
Cato,Writing,71,-28,no,2026-07-27
Lena,Checking,328,320,yes,2026-08-31
Sam,Checking,46,379,no,2026-06-17
Cato,Checking,238,304,no,2026-05-24
Cato,Checking,237,292,yes,2026-09-20
Cato,Checking,238,136,yes,2026-05-30
Cato,Checking,345,364,no,2026-08-16
Lena,Research,53,285,no,2026-09-08
Lena,Checking,41,3,yes,2026-08-12
Vera,Research,325,419,yes,2026-07-13
Sam,Writing,94,300,yes,2026-07-13
Vera,Checking,347,313,yes,2026-08-04
Cato,Writing,268,135,no,2026-07-15
Vera,Writing,250,341,yes,2026-06-14
Cato,Writing,312,511,no,2026-06-18
Cato,Writing,72,301,no,2026-06-05
Vera,Checking,24,-81,no,2026-06-08
Sam,Checking,336,265,yes,2026-08-25
Vera,Checking,99,368,yes,2026-08-08
Lena,Checking,386,312,no,2026-08-17
Vera,Checking,253,147,yes,2026-09-07
Vera,Writing,217,303,yes,2026-06-22
Sam,Checking,465,290,yes,2026-06-18
Cato,Checking,169,228,yes,2026-09-16
Sam,Research,150,-81,no,2026-06-21
Lena,Writing,343,402,yes,2026-06-03
Vera,Research,57,356,no,2026-06-16
Cato,Writing,307,280,no,2026-07-04
Cato,Reporting,344,331,yes,2026-08-28
Lena,Checking,118,208,yes,2026-07-20
Sam,Reporting,462,381,yes,2026-09-13
Cato,Checking,51,282,no,2026-06-29
Cato,Checking,122,-43,yes,2026-08-03
Sam,Writing,335,320,yes,2026-08-05
Cato,Checking,-69,200,no,2026-08-12
Lena,Checking,204,175,no,2026-07-10
Cato,Checking,368,268,yes,2026-06-26
Cato,Checking,124,222,no,2026-07-27
Cato,Reporting,480,400,no,2026-08-14
Lena,Writing,196,120,no,2026-07-04
Cato,Writing,144,43,yes,2026-06-21
Vera,Checking,355,458,no,2026-08-29
Lena,Checking,-56,316,no,2026-07-31
Cato,Checking,351,304,yes,2026-09-19
Cato,Writing,330,153,yes,2026-08-31
Vera,Checking,194,180,yes,2026-07-17
Vera,Checking,400,387,yes,2026-08-17
Cato,Checking,125,241,yes,2026-08-21
Sam,Reporting,98,-59,yes,2026-06-08
Cato,Writing,231,394,no,2026-06-24
Sam,Checking,28,379,no,2026-07-18
Cato,Checking,270,190,yes,2026-06-22
Cato,Writing,266,244,no,2026-08-16
Cato,Checking,229,345,no,2026-06-28
Cato,Writing,477,426,yes,2026-07-27
Cato,Writing,75,206,no,2026-07-05
Cato,Checking,65,-16,no,2026-06-07
Cato,Reporting,296,356,yes,2026-08-19
Sam,Checking,63,363,yes,2026-09-09
Sam,Checking,199,222,no,2026-07-20
Sam,Reporting,244,229,no,2026-06-05
Cato,Checking,179,287,no,2026-08-03
Cato,Research,362,490,yes,2026-06-19
Cato,Checking,181,288,no,2026-08-12
Cato,Checking,46,113,yes,2026-06-13
Sam,Checking,342,302,yes,2026-06-03
Sam,Research,67,317,no,2026-08-18
Cato,Checking,320,388,no,2026-09-19
Lena,Reporting,257,348,no,2026-07-31
Sam,Checking,292,297,yes,2026-08-17
Cato,Checking,467,393,yes,2026-08-16
Cato,Writing,216,103,no,2026-08-03
Cato,Research,9,86,no,2026-06-20
Sam,Checking,286,315,no,2026-07-13
Cato,Checking,76,277,no,2026-06-08
Cato,Reporting,203,346,yes,2026-06-04
Lena,Checking,349,195,no,2026-06-09
Sam,Writing,154,222,no,2026-06-04
Cato,Checking,317,441,yes,2026-07-13
Cato,Checking,172,312,no,2026-08-19
Cato,Checking,36,56,no,2026-06-28
Lena,Checking,294,436,no,2026-08-13
Lena,Checking,-70,209,yes,2026-07-05
Cato,Writing,281,236,no,2026-08-02
Sam,Writing,320,328,no,2026-06-30
Lena,Checking,267,166,no,2026-09-20
Cato,Checking,477,436,yes,2026-05-31
Cato,Checking,237,261,yes,2026-06-12
Sam,Research,137,31,no,2026-08-28
Vera,Reporting,361,471,no,2026-06-22
Sam,Writing,79,389,no,2026-08-17
Lena,Reporting,227,392,yes,2026-07-08
Cato,Checking,380,201,yes,2026-06-03
Sam,Checking,246,272,yes,2026-07-26
Sam,Checking,320,372,yes,2026-06-06
Cato,Checking,81,213,yes,2026-08-27
Lena,Checking,0,14,yes,2026-09-15
Cato,Writing,236,471,yes,2026-08-15
Cato,Checking,118,390,no,2026-07-21
Lena,Checking,320,279,no,2026-08-21
Cato,Checking,231,262,no,2026-07-04
Sam,Reporting,132,255,yes,2026-07-22
Sam,Checking,383,319,no,2026-07-28
Sam,Writing,173,120,yes,2026-06-14
Cato,Reporting,89,74,no,2026-08-11
Lena,Research,199,440,yes,2026-09-03
Vera,Checking,-41,283,yes,2026-07-02
Cato,Writing,253,256,yes,2026-08-29
Cato,Reporting,245,165,yes,2026-07-02
Cato,Checking,254,202,no,2026-07-27
Sam,Writing,311,352,no,2026-08-25
Vera,Checking,208,216,yes,2026-06-23
Cato,Checking,-20,-78,no,2026-09-15
Lena,Checking,378,310,yes,2026-08-27
Cato,Checking,-63,291,yes,2026-09-01
Cato,Checking,265,392,no,2026-07-13
Cato,Research,416,265,no,2026-07-28
Cato,Research,181,284,no,2026-05-25
Cato,Reporting,458,319,no,2026-09-08
Cato,Checking,185,133,no,2026-09-05
Cato,Research,105,-62,yes,2026-07-30
Vera,Writing,319,316,no,2026-09-02
Vera,Checking,126,381,yes,2026-05-28
Cato,Checking,383,313,yes,2026-09-13
Sam,Checking,323,316,yes,2026-08-23
Sam,Checking,282,340,no,2026-06-28
Sam,Writing,340,378,no,2026-07-13
Cato,Checking,156,192,yes,2026-08-02
Vera,Checking,157,12,no,2026-08-02
Vera,Checking,212,360,yes,2026-06-14
Cato,Writing,-47,393,yes,2026-08-11
Sam,Checking,199,362,no,2026-08-05
Cato,Checking,289,307,no,2026-07-21
Lena,Reporting,226,201,no,2026-09-04
Cato,Writing,307,446,no,2026-09-07
Lena,Reporting,58,210,yes,2026-06-20
Cato,Checking,106,61,yes,2026-05-26
Vera,Checking,211,405,yes,2026-08-06
Sam,Writing,77,390,no,2026-07-12
Cato,Checking,308,364,no,2026-06-03
Cato,Research,406,214,no,2026-08-22
Lena,Checking,295,316,no,2026-07-13
Cato,Checking,321,283,no,2026-06-12
Cato,Checking,139,251,no,2026-08-10
Cato,Checking,24,90,yes,2026-08-24
Lena,Writing,275,344,no,2026-08-05
Cato,Checking,117,269,no,2026-06-10
Cato,Writing,285,216,yes,2026-06-02
Cato,Checking,305,343,no,2026-07-11
Sam,Reporting,265,203,yes,2026-07-17
Cato,Checking,455,348,no,2026-09-08
Cato,Research,40,136,yes,2026-08-29
Vera,Checking,36,-17,yes,2026-05-28
Sam,Checking,362,422,no,2026-06-05
Vera,Reporting,-32,266,yes,2026-06-14
Lena,Checking,319,368,yes,2026-06-05
Sam,Checking,308,192,yes,2026-05-28
Cato,Checking,217,146,no,2026-08-12
Lena,Checking,309,501,yes,2026-06-18
Lena,Research,221,282,no,2026-07-31
Cato,Research,83,94,no,2026-06-28
Cato,Checking,230,263,yes,2026-07-09
Cato,Writing,-55,242,yes,2026-07-15
Sam,Checking,228,372,yes,2026-09-08
Cato,Reporting,274,241,no,2026-05-31
Sam,Checking,287,288,no,2026-09-04
Sam,Checking,334,411,no,2026-07-14
Cato,Checking,62,299,no,2026-06-14
Cato,Writing,-26,-39,no,2026-06-21
Sam,Research,357,363,yes,2026-06-30
Cato,Writing,94,263,yes,2026-09-14
Cato,Writing,324,288,no,2026-07-11
Sam,Checking,213,258,no,2026-07-16
Sam,Checking,187,172,no,2026-06-06
Sam,Checking,350,356,no,2026-08-03
Lena,Checking,165,217,yes,2026-06-06
Cato,Checking,117,-40,no,2026-07-05
Sam,Research,196,336,no,2026-07-05
Sam,Writing,-11,213,yes,2026-06-12
Cato,Checking,214,376,yes,2026-06-17
Sam,Writing,244,161,yes,2026-09-10
Sam,Writing,194,150,yes,2026-07-23
Cato,Checking,452,452,no,2026-06-10
Cato,Writing,214,248,yes,2026-06-17
Cato,Writing,128,77,no,2026-06-07
Cato,Research,260,308,no,2026-06-17
Cato,Writing,87,214,no,2026-08-31
Sam,Writing,266,370,yes,2026-08-24
Lena,Writing,252,134,no,2026-09-05
Vera,Research,110,202,no,2026-08-31
Cato,Writing,416,409,no,2026-06-13
Lena,Research,79,191,yes,2026-09-13
Lena,Checking,54,-49,yes,2026-07-29
Vera,Checking,327,427,no,2026-08-21
Sam,Checking,99,344,yes,2026-09-13
Sam,Reporting,213,330,yes,2026-08-11
Cato,Research,237,126,no,2026-08-16
Lena,Writing,290,293,yes,2026-06-10
Lena,Checking,407,437,yes,2026-08-23
Lena,Writing,174,155,yes,2026-09-09
Cato,Checking,129,-48,yes,2026-08-27
Vera,Checking,291,319,no,2026-07-31
Cato,Checking,58,424,no,2026-06-05
Vera,Reporting,250,343,yes,2026-08-07
Cato,Writing,408,154,yes,2026-08-27
Cato,Research,147,231,yes,2026-05-29
Sam,Checking,410,487,no,2026-06-01
Lena,Research,108,212,yes,2026-07-30
Cato,Checking,14,54,no,2026-07-05
Sam,Checking,380,358,no,2026-08-29
Cato,Writing,-31,301,no,2026-06-19
Cato,Checking,272,323,no,2026-07-23
Cato,Checking,358,198,yes,2026-07-21
Sam,Writing,176,309,no,2026-08-26
Cato,Checking,435,369,yes,2026-07-14
Cato,Reporting,187,258,no,2026-06-14
Cato,Writing,71,-22,no,2026-07-30
Sam,Checking,242,344,yes,2026-09-06
Cato,Reporting,125,217,no,2026-06-21
Cato,Checking,278,402,no,2026-08-27
Cato,Writing,293,172,no,2026-07-16
Vera,Research,119,145,yes,2026-09-04
Sam,Reporting,291,325,yes,2026-08-05
Sam,Checking,195,164,yes,2026-06-24
Cato,Checking,18,87,no,2026-06-30
Sam,Writing,388,312,yes,2026-07-18
Sam,Checking,37,398,no,2026-08-06
Cato,Writing,315,180,yes,2026-07-21
Cato,Checking,326,305,no,2026-07-19
Sam,Writing,148,176,yes,2026-07-24
Sam,Checking,444,391,no,2026-08-25
Cato,Reporting,35,168,yes,2026-08-13
Sam,Checking,170,-65,yes,2026-09-03
Cato,Checking,271,292,yes,2026-09-17
Sam,Writing,-3,350,yes,2026-05-25
Cato,Writing,338,224,no,2026-08-26
Sam,Reporting,223,174,no,2026-08-19
Cato,Writing,284,245,yes,2026-07-03
Vera,Writing,468,308,no,2026-09-14
Vera,Checking,55,236,yes,2026-06-17
Cato,Checking,78,50,yes,2026-07-21
Cato,Writing,380,392,no,2026-06-16
Lena,Reporting,32,310,no,2026-05-30
Lena,Writing,194,242,no,2026-08-24
Cato,Checking,299,207,no,2026-08-08
Vera,Reporting,244,330,no,2026-08-09
Lena,Reporting,330,447,no,2026-08-18
Cato,Checking,142,192,no,2026-06-11
Cato,Checking,91,106,yes,2026-06-05
Vera,Reporting,236,269,no,2026-07-14
Cato,Checking,124,298,yes,2026-07-11
Sam,Writing,379,270,yes,2026-09-10
Sam,Reporting,239,271,no,2026-07-10
Cato,Writing,191,328,yes,2026-07-23
Vera,Checking,436,376,no,2026-06-13
Vera,Writing,100,243,yes,2026-07-14
Cato,Checking,-20,29,yes,2026-09-07
Cato,Checking,229,326,no,2026-07-21
Cato,Checking,103,382,yes,2026-09-10
Cato,Writing,306,243,yes,2026-06-02
Cato,Checking,306,215,no,2026-06-13
Cato,Research,294,219,no,2026-08-29
Vera,Research,443,314,no,2026-06-11
Cato,Checking,181,292,yes,2026-09-03
Sam,Checking,93,-70,yes,2026-06-17
Lena,Checking,378,483,yes,2026-05-31
Lena,Research,45,218,no,2026-07-06
Cato,Writing,284,336,yes,2026-05-25
Lena,Writing,353,347,no,2026-08-28
Sam,Checking,125,293,yes,2026-07-19
Sam,Writing,403,334,yes,2026-08-23
Lena,Checking,126,91,yes,2026-08-23
