role,level,county,low,high,posted
Head of marketing,Executive,Sligo,48300,55200,2026-08-20
SEO,Executive,Sligo,46100,57400,2026-08-10
Brand,Head,Clare,48300,72400,2026-06-04
Ecommerce,Manager,Donegal,36100,73400,2026-06-19
Head of marketing,Head,Donegal,63100,79800,2026-08-16
Head of marketing,Executive,Clare,52700,109400,2026-07-15
SEO,Manager,Clare,35500,108600,2026-08-03
Ecommerce,Manager,Clare,47500,68200,2026-08-26
Content and social,Head,Mayo,41400,51400,2026-08-17
SEO,Executive,Clare,44900,56100,2026-05-30
Brand,Manager,Clare,43900,51600,2026-08-27
Head of marketing,Manager,Mayo,43000,53800,2026-08-28
Ecommerce,Head,Clare,60600,81500,2026-07-13
Brand,Manager,Donegal,61500,102500,2026-08-01
SEO,Head,Donegal,33800,104700,2026-06-08
Head of marketing,Manager,Kerry,42300,86200,2026-06-17
SEO,Head,Sligo,53000,67600,2026-09-16
Brand,Manager,Clare,49000,64500,2026-09-15
Ecommerce,Manager,Clare,44800,60200,2026-06-26
Head of marketing,Head,Kerry,40700,84200,2026-09-18
Ecommerce,Head,Cork,63200,69500,2026-06-05
Head of marketing,Head,Meath,61900,98800,2026-08-20
Product marketing,Executive,Sligo,44400,131200,2026-09-02
Content and social,Executive,Donegal,47400,83900,2026-06-05
Product marketing,Manager,Donegal,50300,74900,2026-06-10
Marketing operations,Manager,Cork,50500,54400,2026-07-19
Head of marketing,Manager,Donegal,40600,47700,2026-05-25
Product marketing,Head,Mayo,38300,65900,2026-07-29
Brand,Head,Clare,55900,61300,2026-08-31
Marketing operations,Head,Clare,54000,94800,2026-06-14
Marketing operations,Head,Kerry,34000,123000,2026-09-09
Marketing operations,Head,Cork,49800,73200,2026-08-08
Marketing operations,Head,Cork,47600,45800,2026-06-03
SEO,Head,Cork,51700,48000,2026-07-07
Content and social,Manager,Clare,38300,61100,2026-09-17
Content and social,Entry,Donegal,41100,71000,2026-08-30
Content and social,Entry,Mayo,63300,83900,2026-06-03
Head of marketing,Executive,Cork,55900,85900,2026-08-14
Brand,Manager,Clare,35300,103100,2026-05-31
Content and social,Manager,Cork,44300,69000,2026-06-02
SEO,Entry,Meath,52400,53800,2026-08-19
Product marketing,Head,Sligo,51100,59400,2026-08-16
Content and social,Head,Clare,37600,77200,2026-08-15
Content and social,Head,Sligo,39600,76700,2026-09-01
Brand,Manager,Donegal,63800,85800,2026-08-16
Content and social,Head,Sligo,58300,112100,2026-06-04
Head of marketing,Head,Meath,35100,133300,2026-08-30
Head of marketing,Executive,Cork,49700,55600,2026-07-07
SEO,Head,Sligo,51500,48400,2026-08-17
Brand,Entry,Clare,54500,58300,2026-07-13
Marketing operations,Head,Sligo,43500,47200,2026-07-28
SEO,Manager,Kerry,34900,54900,2026-06-28
Brand,Entry,Cork,68600,74000,2026-06-16
Content and social,Head,Donegal,54100,104800,2026-06-30
Content and social,Manager,Mayo,30700,135400,2026-06-21
Ecommerce,Manager,Cork,44100,57700,2026-08-06
Product marketing,Manager,Sligo,47900,71500,2026-05-26
Content and social,Head,Meath,57300,62800,2026-09-04
SEO,Manager,Meath,33900,45900,2026-07-23
Brand,Head,Sligo,31100,80500,2026-06-03
Marketing operations,Manager,Donegal,61700,81000,2026-06-08
SEO,Manager,Clare,55100,90700,2026-06-27
Content and social,Manager,Cork,36900,117000,2026-06-14
Brand,Head,Meath,45800,66500,2026-08-17
Product marketing,Head,Kerry,47200,60100,2026-07-15
Product marketing,Manager,Donegal,47700,64300,2026-07-16
Content and social,Head,Kerry,47100,65700,2026-07-24
SEO,Executive,Cork,31000,58100,2026-08-31
Brand,Entry,Mayo,59200,77200,2026-06-07
Product marketing,Manager,Clare,61400,108100,2026-07-22
SEO,Head,Clare,32800,103200,2026-06-10
Marketing operations,Manager,Clare,42900,88100,2026-08-11
Head of marketing,Manager,Donegal,54800,62200,2026-07-16
Brand,Manager,Clare,46500,70500,2026-05-29
Marketing operations,Manager,Sligo,41400,71900,2026-06-03
Content and social,Manager,Mayo,40700,73000,2026-06-28
Content and social,Head,Kerry,58200,88000,2026-05-30
SEO,Manager,Clare,56200,95900,2026-05-29
Marketing operations,Manager,Sligo,32200,119500,2026-09-04
Product marketing,Manager,Cork,41300,71600,2026-06-22
Product marketing,Manager,Clare,54400,77200,2026-09-08
Marketing operations,Entry,Kerry,44100,57500,2026-07-24
Product marketing,Manager,Clare,43400,58600,2026-09-10
Ecommerce,Manager,Meath,34100,57300,2026-09-11
Content and social,Entry,Clare,62100,75100,2026-09-08
SEO,Head,Clare,53900,96800,2026-08-02
SEO,Head,Clare,34800,106900,2026-09-17
Product marketing,Executive,Clare,40700,73300,2026-07-13
Ecommerce,Manager,Sligo,43400,67200,2026-08-12
Content and social,Head,Meath,48600,48700,2026-06-23
SEO,Manager,Donegal,36800,76600,2026-07-20
SEO,Manager,Kerry,37800,64700,2026-06-25
Ecommerce,Manager,Mayo,65200,66200,2026-08-17
Ecommerce,Entry,Cork,62200,96400,2026-07-05
SEO,Manager,Clare,42600,111400,2026-06-15
SEO,Executive,Meath,45900,60200,2026-05-26
Head of marketing,Head,Donegal,51000,66200,2026-09-08
SEO,Manager,Kerry,48300,55800,2026-08-27
Brand,Manager,Mayo,45600,49000,2026-06-09
Head of marketing,Head,Mayo,44500,61400,2026-05-29
Product marketing,Head,Mayo,60500,82800,2026-08-08
Product marketing,Head,Sligo,54100,83600,2026-07-02
Brand,Head,Clare,33900,102700,2026-06-15
Product marketing,Executive,Sligo,39700,84100,2026-08-05
Marketing operations,Executive,Clare,55800,56300,2026-07-21
Head of marketing,Manager,Meath,42700,59400,2026-08-20
SEO,Entry,Mayo,46400,67500,2026-07-18
Brand,Head,Clare,40900,76100,2026-08-16
Head of marketing,Manager,Kerry,66100,61400,2026-08-11
SEO,Manager,Donegal,65300,113900,2026-08-12
Brand,Entry,Meath,39300,119700,2026-06-19
Brand,Manager,Cork,46800,60400,2026-06-02
Ecommerce,Manager,Kerry,50400,53600,2026-06-08
Ecommerce,Head,Clare,55900,50500,2026-06-30
SEO,Manager,Cork,34300,58900,2026-06-10
Ecommerce,Head,Meath,42000,65000,2026-09-04
Marketing operations,Executive,Cork,61100,78200,2026-07-20
Marketing operations,Head,Clare,61100,80500,2026-09-02
Brand,Manager,Mayo,44400,105000,2026-05-25
Brand,Manager,Kerry,46300,71900,2026-07-23
SEO,Manager,Donegal,53100,63100,2026-08-22
Product marketing,Manager,Clare,56000,64800,2026-09-18
Brand,Head,Donegal,42500,66900,2026-07-16
Brand,Head,Mayo,44100,73600,2026-07-12
Brand,Manager,Donegal,64400,65300,2026-08-26
SEO,Head,Sligo,53000,106200,2026-09-04
Product marketing,Head,Donegal,36100,124300,2026-09-08
Head of marketing,Entry,Donegal,37400,74500,2026-07-24
Product marketing,Manager,Sligo,43200,58000,2026-08-25
Content and social,Head,Mayo,50900,49700,2026-06-19
Product marketing,Entry,Meath,41000,65100,2026-07-30
Head of marketing,Head,Meath,39600,76100,2026-06-30
SEO,Manager,Clare,57000,76400,2026-07-03
Head of marketing,Head,Cork,58100,83500,2026-09-13
Brand,Entry,Meath,31900,111600,2026-07-05
Content and social,Executive,Mayo,47600,68700,2026-05-29
Ecommerce,Executive,Mayo,47800,74100,2026-08-12
Head of marketing,Executive,Meath,47400,65800,2026-05-26
Product marketing,Head,Sligo,38000,57500,2026-06-08
Marketing operations,Manager,Clare,36800,71000,2026-07-06
Content and social,Manager,Clare,61200,66900,2026-06-08
SEO,Manager,Sligo,62600,95500,2026-07-12
Ecommerce,Head,Clare,31600,107400,2026-06-15
Brand,Executive,Meath,42900,78700,2026-07-19
SEO,Manager,Mayo,48200,57800,2026-06-12
Product marketing,Head,Sligo,47000,49400,2026-05-29
SEO,Entry,Sligo,47100,71400,2026-06-27
Content and social,Head,Sligo,44300,53500,2026-09-01
Head of marketing,Manager,Meath,55400,86500,2026-07-05
Content and social,Entry,Sligo,50900,83900,2026-08-10
Content and social,Head,Donegal,31300,127700,2026-06-09
Product marketing,Entry,Meath,48900,71100,2026-07-06
SEO,Executive,Meath,41700,45800,2026-05-29
Marketing operations,Head,Mayo,50300,71200,2026-06-17
Ecommerce,Executive,Clare,37800,54200,2026-09-07
Head of marketing,Head,Cork,34400,63800,2026-06-25
Ecommerce,Manager,Donegal,66900,57000,2026-09-20
Head of marketing,Manager,Mayo,61600,91300,2026-07-24
Product marketing,Manager,Clare,42700,110600,2026-06-05
SEO,Head,Clare,38300,73200,2026-09-20
Ecommerce,Head,Clare,43600,54200,2026-06-19
Ecommerce,Executive,Cork,52500,66800,2026-08-05
SEO,Head,Cork,42400,53400,2026-09-05
SEO,Head,Meath,33100,76700,2026-07-07
Content and social,Manager,Donegal,58200,68300,2026-06-12
Product marketing,Manager,Kerry,57000,92500,2026-08-19
Head of marketing,Head,Kerry,35500,132500,2026-08-24
Head of marketing,Manager,Clare,37700,80000,2026-06-06
SEO,Head,Sligo,48800,70700,2026-06-20
SEO,Manager,Donegal,55900,44900,2026-06-19
Marketing operations,Head,Clare,39600,73800,2026-07-03
Ecommerce,Manager,Donegal,39600,62400,2026-08-26
SEO,Manager,Donegal,56700,77200,2026-08-24
Marketing operations,Manager,Meath,62800,99500,2026-07-01
SEO,Manager,Clare,42500,117800,2026-07-25
Head of marketing,Executive,Clare,40700,74100,2026-09-03
Product marketing,Executive,Sligo,43600,52400,2026-08-07
SEO,Manager,Meath,56200,77800,2026-08-13
Content and social,Head,Meath,47200,58200,2026-07-20
Marketing operations,Manager,Meath,38400,79300,2026-05-26
Product marketing,Entry,Clare,64400,67200,2026-06-01
Content and social,Executive,Cork,59300,84700,2026-07-27
Content and social,Head,Mayo,33600,130900,2026-08-05
Content and social,Manager,Clare,44600,67200,2026-07-02
Marketing operations,Head,Meath,41600,62100,2026-07-12
Content and social,Executive,Cork,48400,56400,2026-07-11
Ecommerce,Head,Clare,35800,78500,2026-09-11
Head of marketing,Head,Mayo,42000,56100,2026-06-18
Content and social,Executive,Cork,60800,78700,2026-07-30
Ecommerce,Manager,Clare,54700,91700,2026-06-22
Brand,Manager,Donegal,43800,121600,2026-07-23
SEO,Manager,Kerry,46700,77400,2026-08-03
Head of marketing,Executive,Donegal,53600,61500,2026-08-20
SEO,Head,Kerry,50500,62800,2026-08-05
SEO,Head,Clare,34000,44800,2026-07-01
Marketing operations,Manager,Kerry,33600,69500,2026-06-21
SEO,Head,Donegal,57200,57300,2026-09-02
SEO,Manager,Sligo,59700,113600,2026-07-25
Product marketing,Head,Clare,39900,105700,2026-09-15
Ecommerce,Executive,Donegal,39600,73300,2026-09-10
Marketing operations,Head,Cork,52000,78500,2026-05-29
Head of marketing,Head,Kerry,45000,72300,2026-06-28
Brand,Head,Meath,45800,75700,2026-08-07
Head of marketing,Manager,Clare,42800,55600,2026-09-19
Content and social,Head,Sligo,65300,74200,2026-08-20
Head of marketing,Head,Cork,54000,98900,2026-06-16
Content and social,Manager,Cork,34100,118300,2026-06-13
Head of marketing,Manager,Meath,50200,82200,2026-05-28
SEO,Head,Sligo,44200,78900,2026-06-05
Content and social,Head,Kerry,51400,46800,2026-09-10
Marketing operations,Head,Clare,47900,47200,2026-08-27
SEO,Manager,Kerry,42600,69100,2026-06-05
Product marketing,Head,Donegal,58000,55800,2026-06-29
Head of marketing,Entry,Mayo,61500,92900,2026-08-24
Head of marketing,Manager,Kerry,36800,103000,2026-08-31
SEO,Manager,Donegal,39800,87400,2026-09-09
Marketing operations,Manager,Clare,52800,48600,2026-08-09
Marketing operations,Entry,Clare,51000,78200,2026-09-12
Brand,Head,Cork,39400,63100,2026-05-28
SEO,Head,Meath,38300,80200,2026-08-23
Brand,Entry,Donegal,56000,86800,2026-08-12
Ecommerce,Manager,Sligo,64900,107700,2026-06-26
Product marketing,Manager,Meath,40100,112100,2026-08-15
Head of marketing,Head,Sligo,37300,87300,2026-06-26
Brand,Manager,Mayo,47000,46700,2026-06-17
Marketing operations,Manager,Sligo,57200,55200,2026-07-11
Ecommerce,Head,Clare,40800,47900,2026-05-25
Product marketing,Manager,Mayo,41000,57100,2026-09-05
Marketing operations,Head,Donegal,58500,84700,2026-08-14
SEO,Manager,Kerry,56300,88900,2026-07-13
SEO,Head,Cork,32900,119300,2026-09-01
Head of marketing,Head,Cork,41900,72900,2026-08-31
Head of marketing,Head,Sligo,47100,52200,2026-05-24
Ecommerce,Head,Meath,51800,77100,2026-07-22
SEO,Head,Clare,34400,71500,2026-08-18
Brand,Entry,Sligo,40000,74100,2026-09-14
Marketing operations,Executive,Sligo,59100,80900,2026-08-24
Content and social,Manager,Meath,52800,112000,2026-06-17
Brand,Executive,Donegal,31900,109500,2026-06-07
Ecommerce,Executive,Kerry,45400,88800,2026-07-21
Brand,Entry,Mayo,44800,62900,2026-08-28
Product marketing,Manager,Kerry,48000,50200,2026-06-21
Ecommerce,Head,Clare,38400,62100,2026-09-06
Brand,Manager,Clare,39300,81100,2026-06-12
SEO,Manager,Donegal,68000,63400,2026-08-11
Brand,Executive,Mayo,55200,108700,2026-07-24
Head of marketing,Manager,Clare,33700,133600,2026-07-12
Ecommerce,Manager,Kerry,47900,78900,2026-06-21
Ecommerce,Entry,Cork,46900,60300,2026-07-05
Head of marketing,Head,Clare,48700,50600,2026-05-28
SEO,Manager,Clare,34700,48900,2026-08-14
SEO,Manager,Meath,37800,78300,2026-08-05
SEO,Head,Kerry,63900,65600,2026-09-11
Ecommerce,Executive,Clare,57200,105800,2026-07-13
Ecommerce,Head,Meath,35500,111700,2026-07-14
SEO,Head,Clare,41100,64700,2026-07-11
SEO,Entry,Clare,45200,64300,2026-05-30
SEO,Manager,Kerry,49400,66700,2026-09-04
Product marketing,Head,Donegal,47400,54700,2026-06-18
Ecommerce,Manager,Meath,36400,74200,2026-06-02
Brand,Head,Sligo,62300,55400,2026-06-19
Product marketing,Executive,Mayo,61400,105300,2026-09-14
Product marketing,Manager,Kerry,43200,132900,2026-06-28
Head of marketing,Head,Sligo,37500,83400,2026-08-31
Brand,Manager,Mayo,49900,77100,2026-08-06
Marketing operations,Entry,Clare,45900,71100,2026-09-15
Marketing operations,Manager,Mayo,34700,69800,2026-07-06
Content and social,Head,Cork,42500,67600,2026-06-03
Product marketing,Manager,Sligo,56200,77100,2026-06-04
SEO,Executive,Clare,59400,80600,2026-06-08
Head of marketing,Head,Donegal,40000,125700,2026-07-08
SEO,Manager,Cork,40500,87700,2026-07-23
SEO,Manager,Clare,49000,49800,2026-08-20
Product marketing,Head,Mayo,48200,50800,2026-07-15
Marketing operations,Entry,Meath,39600,50200,2026-05-25
Marketing operations,Head,Kerry,31000,64000,2026-07-04
Ecommerce,Head,Donegal,59700,61600,2026-07-27
Ecommerce,Head,Cork,61600,91700,2026-06-04
Head of marketing,Entry,Donegal,38700,102300,2026-05-24
Brand,Manager,Clare,50800,86800,2026-07-27
SEO,Head,Meath,47300,61100,2026-08-30
SEO,Manager,Donegal,43900,63100,2026-07-17
Ecommerce,Manager,Meath,35500,60100,2026-06-06
Ecommerce,Manager,Cork,30500,65100,2026-06-09
Product marketing,Manager,Sligo,64300,58500,2026-05-26
SEO,Head,Clare,52900,100300,2026-08-21
Content and social,Manager,Sligo,30600,129300,2026-08-28
Head of marketing,Executive,Mayo,43100,58900,2026-06-09
SEO,Entry,Mayo,51100,62000,2026-06-30
Brand,Manager,Meath,50600,76500,2026-05-25
Brand,Head,Mayo,35100,52300,2026-08-11
Marketing operations,Head,Cork,42200,82800,2026-09-08
SEO,Head,Meath,60200,80300,2026-09-18
SEO,Manager,Clare,54200,99500,2026-05-24
Head of marketing,Head,Kerry,33800,133700,2026-07-14
Ecommerce,Executive,Cork,50400,67500,2026-06-12
Ecommerce,Executive,Meath,44100,56500,2026-08-31
Head of marketing,Head,Kerry,54700,76800,2026-06-16
SEO,Manager,Clare,39300,58900,2026-09-14
Marketing operations,Manager,Cork,41900,72900,2026-06-16
Product marketing,Manager,Sligo,63700,65500,2026-07-04
Content and social,Manager,Clare,64100,84800,2026-06-10
Head of marketing,Manager,Clare,44200,103600,2026-08-25
Content and social,Executive,Kerry,41000,72900,2026-06-04
Brand,Executive,Clare,53800,78100,2026-09-09
Ecommerce,Executive,Clare,53000,73200,2026-09-05
Content and social,Manager,Donegal,43200,48100,2026-06-28
SEO,Head,Kerry,35600,80600,2026-07-18
SEO,Manager,Sligo,66400,80000,2026-07-30
Product marketing,Manager,Kerry,54600,105300,2026-05-24
SEO,Manager,Meath,39800,115500,2026-09-12
Marketing operations,Executive,Clare,45600,88000,2026-08-13
Content and social,Manager,Cork,50100,71500,2026-08-27
Ecommerce,Head,Donegal,47700,57700,2026-08-11
Head of marketing,Entry,Sligo,38500,49100,2026-07-08
Product marketing,Executive,Kerry,30800,51900,2026-06-17
Head of marketing,Head,Sligo,66100,79700,2026-09-18
Brand,Executive,Donegal,58900,87500,2026-07-03
SEO,Manager,Donegal,37200,134600,2026-06-01
Content and social,Manager,Cork,43700,77100,2026-08-13
Product marketing,Head,Clare,47700,63800,2026-06-05
Brand,Entry,Kerry,53600,57500,2026-09-11
Content and social,Head,Clare,35100,69300,2026-08-02
Ecommerce,Head,Meath,35200,57300,2026-08-27
SEO,Entry,Cork,60700,85800,2026-08-11
SEO,Head,Meath,54000,104000,2026-06-13
Product marketing,Manager,Mayo,34900,126800,2026-07-16
Head of marketing,Head,Clare,44000,82800,2026-09-13
Head of marketing,Manager,Kerry,46600,50100,2026-06-11
Content and social,Entry,Meath,56600,63200,2026-06-08
Marketing operations,Executive,Mayo,43200,55000,2026-06-13
SEO,Manager,Mayo,32300,79000,2026-07-03
Product marketing,Executive,Clare,61000,58200,2026-07-03
Product marketing,Manager,Cork,53600,101000,2026-08-02
SEO,Manager,Clare,42900,111400,2026-05-24
SEO,Manager,Mayo,49200,84100,2026-08-29
Ecommerce,Head,Mayo,42900,63000,2026-06-26
Brand,Executive,Mayo,53300,45000,2026-07-31
Head of marketing,Manager,Cork,38400,58300,2026-07-20
Content and social,Head,Donegal,41000,78200,2026-08-21
Product marketing,Head,Kerry,55500,76900,2026-06-29
Content and social,Entry,Kerry,52500,104400,2026-09-11
Marketing operations,Head,Kerry,39300,127400,2026-08-08
SEO,Manager,Meath,49300,81500,2026-07-15
Content and social,Manager,Clare,51600,59500,2026-09-18
Product marketing,Manager,Mayo,49500,45200,2026-07-11
Head of marketing,Head,Mayo,42900,69700,2026-08-22
Brand,Manager,Sligo,34600,75800,2026-07-21
Marketing operations,Head,Kerry,59000,64000,2026-07-21
SEO,Head,Clare,59100,109800,2026-09-17
Content and social,Head,Clare,38300,130300,2026-09-15
Content and social,Head,Mayo,42100,88500,2026-08-18
Brand,Manager,Sligo,54600,45400,2026-07-18
Marketing operations,Manager,Donegal,44100,49200,2026-09-10
SEO,Entry,Clare,36300,49800,2026-07-10
Product marketing,Head,Kerry,41700,81100,2026-08-12
SEO,Entry,Mayo,59500,56400,2026-09-06
Content and social,Head,Mayo,64900,89500,2026-08-05
Product marketing,Head,Sligo,34600,102800,2026-06-26
Content and social,Head,Clare,44200,63600,2026-05-24
Brand,Manager,Clare,45000,47000,2026-07-12
Product marketing,Manager,Cork,48200,78400,2026-07-30
Marketing operations,Executive,Clare,44300,58200,2026-06-01
Brand,Manager,Clare,33200,75900,2026-06-04
SEO,Executive,Sligo,67600,70800,2026-06-10
Content and social,Entry,Kerry,64200,103300,2026-08-15
Product marketing,Manager,Meath,41100,127500,2026-07-09
Brand,Manager,Sligo,49900,80200,2026-08-02
Content and social,Head,Kerry,43700,63700,2026-07-06
Product marketing,Entry,Mayo,46300,53000,2026-08-14
Marketing operations,Head,Donegal,37600,55200,2026-07-02
Product marketing,Executive,Cork,36300,72900,2026-07-16
SEO,Manager,Meath,54700,75400,2026-09-10
Product marketing,Head,Kerry,60700,95300,2026-08-07
Marketing operations,Manager,Clare,40800,107700,2026-06-20
Head of marketing,Entry,Donegal,36900,73900,2026-09-04
Ecommerce,Entry,Donegal,49900,75200,2026-07-20
Head of marketing,Executive,Cork,42900,49800,2026-07-22
Brand,Head,Sligo,45600,46800,2026-07-30
Head of marketing,Head,Meath,39000,84300,2026-07-01
Product marketing,Head,Kerry,60000,63200,2026-06-11
Product marketing,Manager,Donegal,63900,108300,2026-07-07
Brand,Executive,Mayo,35800,103100,2026-07-20
Content and social,Entry,Kerry,41100,89000,2026-07-23
SEO,Manager,Clare,45500,56500,2026-08-21
SEO,Manager,Kerry,48100,76000,2026-09-17
SEO,Entry,Clare,47500,45500,2026-05-27
Marketing operations,Head,Kerry,33600,79500,2026-09-10
SEO,Manager,Kerry,59900,82800,2026-06-23
Brand,Manager,Meath,53200,98500,2026-08-26
Content and social,Manager,Kerry,32600,103000,2026-05-24
Marketing operations,Entry,Clare,43100,58200,2026-09-02
Brand,Manager,Clare,51300,71500,2026-05-26
Content and social,Head,Meath,49000,75300,2026-05-30
Product marketing,Executive,Cork,43700,65800,2026-06-08
Head of marketing,Manager,Sligo,39100,73600,2026-07-24
SEO,Executive,Sligo,55600,78400,2026-05-25
Product marketing,Head,Kerry,54200,113800,2026-06-14
Marketing operations,Manager,Clare,30900,126900,2026-09-08
